player_name,actual_value,predicted_value
Miltisco Paulino,1800000.0,1508188.0934087753
C. Romaña,70000.0,69785.00774979974
Ever Sineiro,1000000.0,939654.4720359201
H. Okuno,650000.0,556346.171148315
André Martins,4000000.0,3282930.6906648157
A. Gryszkiewicz,475000.0,520637.4988037899
J. Tymon,400000.0,423385.57287675113
Iñaki Astiz,325000.0,715695.3738743805
D. Braghieri,2700000.0,2551637.4847095846
B. Celina,3800000.0,3755019.2240122706
P. Kirk,60000.0,72526.52670805782
Quini,600000.0,685177.1999185209
M. Dossevi,8500000.0,7694446.193237483
T. Peay,375000.0,450110.843788156
S. Savić,26000000.0,27155475.26843115
Y. Croizet,1000000.0,933149.9977744253
Du Jia,290000.0,356808.2472239283
B. Moore,190000.0,259630.8131915651
M. Ríos,325000.0,483935.31732552196
G. Bettini,2400000.0,2459663.0952524114
Kim Seung Gyu,725000.0,847514.5719887045
W. Bracamonte,450000.0,416054.8160177336
L. Bonilla,190000.0,167117.58204629843
A. Keita,325000.0,249816.68046920942
M. Borgogno,160000.0,161432.0661613636
Y. Al Mosailem,375000.0,498167.0997807416
J. Pérez,1200000.0,1099503.7558390861
J. Tamm,675000.0,710250.2952061024
A. Porcino,400000.0,402477.38520861533
D. Mertens,45000000.0,51045532.828282826
I. Erquiaga,750000.0,836836.7551398372
T. Adeyemi,1000000.0,933149.9977744253
A. Rebrov,2300000.0,3146886.366181584
A. Ibsen Rømer,700000.0,692980.0828339413
M. Samassa,750000.0,601069.5853417818
M. Pribula,240000.0,224663.47078914312
J. Mathieu,5500000.0,11645572.545750126
E. Didot,1700000.0,3777470.069729233
J. Piggott,130000.0,111172.48823939564
J. Obrian,425000.0,392021.8956505542
Y. Al Shammari,190000.0,168444.0639255211
J. Turnbull,375000.0,395202.1959982222
P. Gladon,775000.0,505034.6946712049
G. Toledo,3200000.0,3273523.3307905328
K. Pestka,350000.0,360129.4665030353
L. John-Lewis,375000.0,289716.6519272639
José Callejón,27500000.0,20606811.64229704
D. Butler,350000.0,392021.8956505542
Aleix García,3100000.0,3102611.393373364
A. Kappenberger,70000.0,77074.07748140984
M. Cáceres,7000000.0,7949373.703513702
M. Diallo,270000.0,213912.49806232707
J. Lukaku,11500000.0,11574602.176067052
S. Burchert,1700000.0,1090344.566106934
E. Löder,80000.0,74878.59155204402
M. Asiri,800000.0,662826.0334321607
E. Padella,600000.0,505034.6946712049
Li Chen,130000.0,139602.04843501584
Y. Ayhan,550000.0,2748641.9880896504
H. Belal,280000.0,327077.37693661527
O. Norburn,450000.0,453990.84335517953
J. Bolton,500000.0,496591.7458073283
D. Remick,500000.0,485156.4607597763
D. Henen,625000.0,576604.2518121562
L. Pellegrini,1000000.0,1108572.7758345283
A. Christiansen,4000000.0,3294812.074548572
Gumbau,2800000.0,3149421.3948057294
S. Davies,150000.0,139168.40316418762
L. Rodríguez,350000.0,389591.2462527528
R. Roache,70000.0,56479.99763458408
D. Heintz,9000000.0,9669224.569402002
G. Alucema,375000.0,450110.843788156
R. Bentancourt,500000.0,451527.8538525129
Raúl,12000000.0,12043910.272843275
Sergi Enrich,15500000.0,12319707.760318747
T. Schütz,1800000.0,1487129.4165758153
H. Hansson,900000.0,783259.7339111338
R. Mahazi,325000.0,387876.550740538
K. Majić,280000.0,251480.6011701347
J. Flatt,160000.0,186522.13043835352
Xie Weijun,110000.0,101067.08967021634
R. Bengtsson,2300000.0,2586913.101652483
J. Sinisterra,400000.0,369452.9710691583
J. Velázquez,2300000.0,2433010.480000359
R. Kolo-Muani,525000.0,478874.0831553958
K. Jakob,600000.0,623326.5029117495
L. Bruins,2100000.0,1935413.005273406
G. Ortíz,6500000.0,6618711.70233909
R. Alioui,2200000.0,2163286.2867996143
F. Brener,400000.0,369839.69757124915
D. Giraldo,750000.0,715695.3738743805
A. Le Fondre,800000.0,782829.1113242613
J. Shelvey,12500000.0,11520653.35705677
Diego Llorente,10500000.0,10986834.572270041
I. Openda,1100000.0,1124938.2316868969
J. Yabur,50000.0,52748.2348440191
M. Leitner,4800000.0,4498329.449101969
A. Bischoff,375000.0,360406.29943617614
M. Boxall,600000.0,505034.6946712049
P. Pellegrino,100000.0,116562.28233058724
J. Hanek,100000.0,95329.90139069721
M. Drawz,450000.0,425122.8677137407
S. Yamamoto,250000.0,564193.038567237
R. Lukaku,62500000.0,55681446.60894661
E. Palacios,140000.0,139082.10216934697
K. Mets,675000.0,710250.2952061024
P. Jansson,7500000.0,7497084.620207145
F. Ayaz,625000.0,510826.7313224651
H. Kane,825000.0,836836.7551398372
J. Aquino,9000000.0,8214346.881989048
S. Henderson,425000.0,351629.26424561994
C. Maher,50000.0,56165.89374206853
I. Pearce,160000.0,154102.08654475954
J. Bekkema,170000.0,188952.86068770807
J. Hamon,90000.0,108986.35570382998
B. Ampuero,1200000.0,1103109.8961978834
K. Beckerman,325000.0,1392195.1140087757
E. Hooi,575000.0,516219.8222973687
F. Johnson,8500000.0,7700571.5592970215
G. Conti,10500000.0,10852515.813882388
J. Riquelme,90000.0,105194.8812247281
M. Pongračić,1800000.0,1989034.3651432244
F. Kippe,0.0,389618.32080417575
M. Rits,7000000.0,6800537.955794246
A. Matuszczyk,500000.0,560317.1526246533
Traeira Lopes,525000.0,406723.48337121925
N. Gießelmann,3800000.0,4490971.972018676
J. Ferreira,150000.0,129854.04453031631
F. Ayé,1100000.0,996134.9513657342
Park Dae Han,290000.0,318728.3120644644
H. St Clair,190000.0,175217.5760302538
S. Çinaz,1000000.0,1192950.0079458428
M. Elneny,9000000.0,9860588.31566517
J. Segura,1100000.0,1128567.55573529
H. Çinemre,925000.0,921127.076001264
A. Esaka,1100000.0,933149.9977744253
De Gea,72000000.0,72577856.78210679
A. Dona Ndoh,1400000.0,1502802.6442550356
M. Heinrich,300000.0,266881.8806676168
B. Chorbadzhiyski,0.0,25794.998713745823
J. Putze,425000.0,451527.8538525129
R. Sottil,220000.0,203270.84114299636
Liu Jian,180000.0,340526.2234636608
U. Jenssen,925000.0,934510.3757100643
S. Lavelle,120000.0,126085.63374008419
E. Burgos,950000.0,1009394.2491735391
S. Al Shehri,400000.0,389150.77263288415
A. Surman,5500000.0,5759467.531541042
C. Atsu,6500000.0,5854127.885647387
M. Jiménez,650000.0,601069.5853417818
J. Sims,1200000.0,1141357.0723843642
Abenza,425000.0,392021.8956505542
A. Barberis,1400000.0,1103109.8961978834
N. Lemaître,140000.0,154245.43551362
G. Asís,450000.0,468286.5707503975
S. Ntshangase,1200000.0,1109254.3612206616
Jairo,7000000.0,7088202.5996061135
I. Opara,6000000.0,5524080.897084955
B. Janošević,210000.0,145574.30947475412
S. Limbombe,2500000.0,2067215.293782096
S. Sarr,625000.0,523048.96216721507
D. Pelkas,10000000.0,9334507.478396248
Juanjo,775000.0,715695.3738743805
T. Boyd,3200000.0,3145528.5535537815
Perera,450000.0,468286.5707503975
A. Makarov,325000.0,317967.84650851967
A. Rusnák,10000000.0,9550903.044359282
A. Long,80000.0,97040.6954696816
F. Jara,5500000.0,5012166.018793445
Lee Jae Myung,350000.0,340212.342350083
N. Bazzana,260000.0,266881.8806676168
J. Ring,575000.0,512692.68495143
N. Rinderknecht,650000.0,623326.5029117495
C. Deac,0.0,91039.75063355902
L. Benito,3200000.0,3357088.444021542
L. Price,150000.0,182095.57426174037
D. Myrestam,300000.0,340526.2234636608
Choe Yeong Joon,950000.0,783201.71770724
G. Murray,4700000.0,7420069.407538008
A. Wilson,230000.0,203270.84114299636
M. Al Saeed,80000.0,73278.62018422558
C. Bacca,16000000.0,13826809.441788407
G. Gotti,1000000.0,892929.6200002492
D. Hoesen,2100000.0,1931891.51264389
Lim Jong Eun,400000.0,482062.6255171717
Yoo Ji Ha,300000.0,305177.63990378985
D. Payne,525000.0,505379.0010769549
L. Duarte,775000.0,685177.1999185209
J. Hopcutt,975000.0,963086.4111482247
E. Gründemann,230000.0,250903.6929626856
T. Malacia,2200000.0,2653929.2391181127
F. Baak,450000.0,468286.5707503975
L. Seijas,1800000.0,1925070.5210518723
S. Tecl,1100000.0,936043.9578529416
A. Rodríguez,4000000.0,2581613.101652483
A. Al Saluli,300000.0,305177.63990378985
Lee Eun Beom,300000.0,266881.8806676168
F. Herzenbruch,475000.0,486997.414195868
D. Orgill,475000.0,340526.2234636608
Naranjo,4300000.0,4111760.894618396
Naldo,9000000.0,23016763.489930023
Michel Douglas,800000.0,776793.1665189575
M. Bokadi,825000.0,883003.4181571207
Wang Jie,325000.0,340212.342350083
G. Lódico,1300000.0,1249006.575924633
M. Fetsch,550000.0,389912.8854409279
Adrián Burnabão,1600000.0,2739005.447855126
C. Lade,600000.0,505034.6946712049
Kim Keun Hoan,200000.0,224663.47078914312
Campillo,1900000.0,1528146.227548757
D. Cheryshev,9500000.0,7803416.473845456
A. Hernández,7000000.0,5509991.262647872
L. Geertruida,800000.0,903330.8220201958
L. Schelenz,200000.0,207879.98341173993
A. Marino,290000.0,284882.967904786
S. Ireland,1600000.0,1595320.1698561457
A. Mosquera,325000.0,434141.19151912525
L. Belingheri,325000.0,647720.0303495934
R. Gilmartin,130000.0,135575.1200335605
S. Oum Gouet,500000.0,567506.6696899963
J. Tosik,300000.0,340526.2234636608
B. Woodburn,1800000.0,1866169.586830433
M. Hummels,46000000.0,46049569.17388167
Salvador Agra,1900000.0,1595320.1698561457
A. Al Owayshir,290000.0,247549.3637974656
C. Nyman,3000000.0,2832859.932054391
S. Falette,6000000.0,5860615.117292613
K. Steppe,1400000.0,1126778.3002329057
V. Moren,625000.0,656019.7970869987
Luis Díaz,375000.0,347568.75904709124
A. Schwolow,7000000.0,6505959.73857763
D. Rose,14500000.0,13662033.622634605
Cao Ziheng,180000.0,166588.73295235346
D. Wotherspoon,450000.0,360664.84110284277
T. Koubek,7000000.0,7149884.601004863
A. Claude Maurice,1200000.0,1138991.626132083
K. Begois,100000.0,383051.98322259635
F. Kohls,450000.0,395202.1959982222
O. Pérez,1300000.0,3315086.7181267655
R. Fergonzi,300000.0,233529.7356439751
M. Bauer,5500000.0,7275577.455485085
B. Manuel,950000.0,902929.642512115
Allan Bardinho,7000000.0,6474253.965787691
Li Tixiang,250000.0,225325.40075230922
R. Obermair,325000.0,289627.5108452881
A. Domínguez,280000.0,225325.40075230922
M. Diop,5500000.0,4986208.896294605
Iuri Medeiros,10000000.0,9354520.894288922
J. Krasniqi,130000.0,138799.75965974818
L. Justiniano,0.0,5610.554526994745
I. Radu,1500000.0,1576818.0509536287
R. Loftus-Cheek,13000000.0,12493632.56510923
R. Pérez,3600000.0,3994254.5616406514
M. Lansing,110000.0,131223.91397896677
F. Muslija,1500000.0,1502339.5327320185
M. Kobylański,1000000.0,963613.0204238556
S. Heltne Nilsen,875000.0,715695.3738743805
Wu Xi,1000000.0,939095.2524226606
Frederico Venâncio,4300000.0,4377507.096256339
C. Noone,725000.0,674456.7119306976
F. Bahlouli,1500000.0,1343399.9320153522
Vasquão Junior,325000.0,340526.2234636608
J. Bolingi,3200000.0,3145528.5535537815
J. Anderson,450000.0,395202.1959982222
M. Taylor-Crossdale,525000.0,497404.27382197743
J. Blomberg,475000.0,512692.68495143
Jeong Chee In,200000.0,175217.5760302538
F. Motori,400000.0,390080.97151143325
L. Rossettini,3100000.0,5395469.925086374
J. Mullins,260000.0,340526.2234636608
M. Friedl,1300000.0,1465567.7063993874
D. Conner,180000.0,189525.10952474686
J. Paredes,0.0,91039.75063355902
L. Escalante,575000.0,501896.62175647885
E. Lamanna,2600000.0,2896430.0302708964
E. Steen,180000.0,188924.33044664015
Kako Sanz,550000.0,486997.414195868
Da Costa,2300000.0,3077636.014991082
J. Blayac,300000.0,556346.171148315
Iago Aspas,30000000.0,21964952.639142327
F. Vicari,5000000.0,5038899.83979214
M. Tilio,100000.0,105194.8812247281
Zhang Linpeng,1400000.0,1208064.0265000572
Gerard Badía,900000.0,782829.1113242613
B. Hamid,3400000.0,3912259.27689031
D. Pavelka,3100000.0,3773532.278981568
L. Mühl,1700000.0,1570713.859096332
S. Bennett,250000.0,288403.70122541464
M. Merghem,325000.0,289627.5108452881
L. Marković,7000000.0,7594944.93633069
K. Laskoś,110000.0,114167.46548635144
E. Güral,750000.0,677669.1889363951
H. Boateng,500000.0,457735.9414051002
G. Vannucchi,60000.0,71686.31922637345
S. Simič,5000000.0,5170365.831386518
C. Schuler,475000.0,483935.31732552196
W. Creavalle,500000.0,485156.4607597763
S. Atakayi,450000.0,425275.50865517475
Yao Junsheng,70000.0,72526.52670805782
D. Gyollai,400000.0,434846.1946242226
M. Guevgeozián,525000.0,484490.9148347958
R. Skov,6000000.0,5372626.923067051
J. Perch,450000.0,505034.6946712049
M. Ngadeu-Ngadjui,3900000.0,4003931.211467902
A. Al Yami,280000.0,248838.91878642165
Carlitos,375000.0,388236.7746046737
B. Provoste,325000.0,305177.63990378985
W. Droste,675000.0,656019.7970869987
Silvosinho,675000.0,1508188.0934087753
L. Kelly,525000.0,484490.9148347958
R. Williams,2400000.0,2004437.2418957462
P. Puchegger,350000.0,389591.2462527528
Borja García,13000000.0,9757596.196764352
B. Cortés,2900000.0,3370465.3309195363
I. Miller,190000.0,175780.20332292045
L. Paqarada,2600000.0,2833919.4995778506
I. Seck,2500000.0,2158880.564895415
Diego Oliveira,4100000.0,3303355.289310004
D. McGregor,300000.0,389912.8854409279
Li Haitao,110000.0,131223.91397896677
M. Gomes,280000.0,289716.6519272639
F. Orellana,7000000.0,7622527.665818206
Felipe,500000.0,496591.7458073283
D. Rice,6000000.0,6914433.177068681
C. Zamudio,525000.0,466979.6718280728
Lee Seung Gi,1600000.0,1594242.3920783678
P. Leciejewski,230000.0,238073.88751835565
H. Çalhanoğlu,19500000.0,17592993.57774347
H. Wingo,375000.0,347568.75904709124
Aníbal Capela,1000000.0,994454.2475266707
C. Gytkjær,3200000.0,2723015.4734497685
C. McCormack,400000.0,482062.6255171717
A. Öhman,80000.0,78952.34752179835
K. Dermaku,375000.0,447293.7655190104
J. Ponticelli,200000.0,182495.37205773822
L. Romo,675000.0,752288.6351385989
L. Diarra,6000000.0,11374715.651218332
M. Richards,170000.0,291906.5033394227
S. Floranus,700000.0,793159.9906834499
P. Mako,400000.0,451527.8538525129
S. Miangue,850000.0,905266.6689204982
F. Dhia Putros,425000.0,451527.8538525129
M. Zimmer,575000.0,492939.9437114512
I. Sackey,1300000.0,1158476.0132853936
M. Thiam,1200000.0,1067446.7437511631
H. Mitsumaru,220000.0,268330.9713933765
D. Ojo,100000.0,124399.8507883016
Moi Gómez,7500000.0,7064702.625652934
Álex Díez,850000.0,942137.5272527836
S. Marveaux,700000.0,631145.5452807992
Y. Toure,230000.0,203270.84114299636
D. Capelli,525000.0,656019.7970869987
C. Ganea,1800000.0,2020216.8536804623
T. Fosu,1100000.0,1025525.3905851165
E. Jonassen Sætervik,325000.0,387876.550740538
J. Tverskov,725000.0,742844.1791344888
G. Morris,150000.0,186193.43217084702
S. Nishikawa,1400000.0,1090344.566106934
Sergio Sánchez,1800000.0,1923271.0293441073
Ryu Seung Woo,750000.0,723744.5901559205
H. Arslan,825000.0,939095.2524226606
D. Edwards,475000.0,484490.9148347958
Lei Wenjie,100000.0,80014.51893870052
T. Tanaka,160000.0,154102.08654475954
N. Vikonis,2700000.0,2988308.303713567
J. Flum,1300000.0,1592979.8996297077
Y. Nishibe,10000.0,71566.60834288032
Nacho,950000.0,963086.4111482247
Neto,21000000.0,19628364.140495054
Alexandre Pato,15500000.0,12071638.015410272
O. Rodríguez,800000.0,875778.7379078821
D. Perquis,140000.0,340526.2234636608
N. Molina,900000.0,934510.3757100643
N. Bellomo,925000.0,782394.0703406547
João Moutinho,15000000.0,15064824.934281895
T. Kruse,90000.0,285301.6661806481
T. Lawal,60000.0,55568.3637333353
R. Tongyik,475000.0,475412.80165821617
Ederson,41500000.0,48550682.900432914
G. Pezzella,3700000.0,3934239.8020160887
S. Olsson,875000.0,836836.7551398372
Marc Pedraza,600000.0,656019.7970869987
R. Ziegele,425000.0,423377.5246989616
L. Merolla,180000.0,188924.33044664015
N. Kebano,2800000.0,2667892.3609236465
B. Kennedy,50000.0,71189.01905716605
J. Thomassen,700000.0,646486.1792584484
A. Bakayoko,220000.0,226660.00220616456
L. Selahi,375000.0,369839.69757124915
D. Palacios,775000.0,942137.5272527836
A. Tiritiello,280000.0,289627.5108452881
Kim Yong Jin,350000.0,327824.16796493
V. Hedenstad,975000.0,1099503.7558390861
J. Aguirre,600000.0,704580.9506935349
S. Bentivoglio,625000.0,715695.3738743805
Hwang Jin Sung,375000.0,663786.6644016852
S. Khedira,33000000.0,29313014.844754916
O. Pineda,9500000.0,9862851.071914643
Meseguer,450000.0,497602.2726016429
I. Arai,180000.0,188924.33044664015
Obama,325000.0,305177.63990378985
André Luís,1200000.0,1109254.3612206616
Raúl Fernández,3600000.0,3328053.59992346
K. Partida,280000.0,327077.37693661527
A. Maher,3900000.0,3768860.9232579875
V. Hammershøj-Mistrati,450000.0,450110.843788156
H. Villalba,8500000.0,8228996.918722697
J. Lingard,26500000.0,24741058.814915184
M. Shinada,180000.0,182495.37205773822
Danny,3900000.0,6676571.957968587
C. Aneke,875000.0,777558.1341156014
V. Kostevych,725000.0,656019.7970869987
Marco Matias,875000.0,785753.6896377167
J. Matip,15000000.0,14110296.839399831
T. Chalobah,1200000.0,1362983.480322324
I. Chochev,7000000.0,6629563.808353614
F. Kudryashov,0.0,254299.36505032686
Unai Medina,1900000.0,1463280.8269400764
B. Montenegro,1400000.0,1319106.6783396252
C. Elliot,180000.0,182495.37205773822
V. Henry,220000.0,263421.20577958005
U. Račić,7500000.0,8313383.204750903
S. Wilson,120000.0,120861.88042057416
J. Moya,1100000.0,1081589.8165588984
Z. Kozulj,700000.0,808457.42507215
N. Etheridge,3300000.0,3513541.8908664538
A. Södlund,300000.0,266881.8806676168
R. Gaddis,500000.0,484490.9148347958
J. Torres,525000.0,497010.49030449986
F. Mazzeo,550000.0,937033.0987795825
D. Amartey,7000000.0,8159481.715396622
M. Ritchie,9000000.0,8216572.810781617
J. Butez,550000.0,676135.8850096711
A. Sušac,500000.0,483935.31732552196
S. Memišević,2500000.0,2459663.0952524114
S. Ugarković,1000000.0,1174636.0509746887
K. Høgh,100000.0,103731.14562834546
S. van der Water,1200000.0,1067446.7437511631
J. Vázquez,350000.0,327566.0776259686
L. Hoyos,450000.0,409533.91077506624
Isma Cerro,900000.0,867139.9755263897
Mauriçio Clerez,775000.0,656019.7970869987
R. Caballero,675000.0,483935.31732552196
M. Reinthaler,170000.0,162032.0904988407
K. Bakırcıoğlu,170000.0,454420.58866269083
I. Acero,140000.0,129761.8513567506
C. Rismark,650000.0,656019.7970869987
C. Salcido,140000.0,706631.3089917192
S. Clark,300000.0,262343.1828950898
S. Whittaker,250000.0,783201.71770724
F. Brandán,775000.0,677293.3126269671
Ren Hang,600000.0,505034.6946712049
P. Kotal,0.0,27157.004132490652
G. Mutombo,375000.0,395202.1959982222
L. Acosta,8500000.0,7594021.179527496
Zhang Yu,375000.0,392021.8956505542
J. Díaz,450000.0,468286.5707503975
G. Navarrete,1100000.0,921127.076001264
M. Twarowski,120000.0,114167.46548635144
F. Veseli,1900000.0,2026497.5173296975
Diogo Figueiras,5000000.0,5747125.427656081
M. Cichocki,375000.0,450110.843788156
M. Lillebo,170000.0,162032.0904988407
J. Milner,13500000.0,15468568.464390168
J. Hopf,4700000.0,4857987.722135893
H. Spratt,160000.0,178497.681823692
A. Davies,325000.0,326625.2627491381
D. Lévêque,1400000.0,986021.4457304782
R. Gojani,675000.0,737344.5920694444
J. Koprivec,0.0,3792.2222222222226
J. Quezada,170000.0,202063.23022823723
A. André Jr,60000.0,70648.25666766932
T. Moore,650000.0,710511.7937389042
David Braz,2700000.0,2748641.9880896504
K. Colvey,170000.0,184685.97011726297
B. Hamill,400000.0,450110.843788156
S. Al Saeed,60000.0,56231.56449928685
A. Milić,3500000.0,3477767.1612808276
T. Cuello,290000.0,251816.4883317712
Matheus Índio,1100000.0,1025525.3905851165
Z. Kuzmanović,2200000.0,1446275.1451538745
F. Balmont,750000.0,1301157.503266272
Bartra,21000000.0,21561027.226934608
G. Pazzini,2500000.0,3113377.390063769
A. Pešić,2200000.0,2161823.7867996143
V. N'Simba,800000.0,963086.4111482247
J. Guðmundsson,13000000.0,11484351.70574115
R. Schüller,2000000.0,1929351.6426216357
G. Poluzzi,80000.0,73216.81751327567
C. Bieler,925000.0,1585890.804396464
L. Marrone,3200000.0,3299913.8493991224
N. Ioannidis,700000.0,646486.1792584484
Felipe Ferreyra,130000.0,111172.48823939564
A. Khubulov,3300000.0,2702009.421309324
F. Pintos,160000.0,184087.53006910736
A. Al Mayoof,400000.0,351629.26424561994
Wu Yan,250000.0,206955.47870643766
E. Doyle,425000.0,340526.2234636608
M. Krauß,325000.0,289627.5108452881
A. Vergara,70000.0,69393.2277599575
V. Dávila,1300000.0,1248638.5833238235
Isaías,2100000.0,2571154.1051360248
M. Catenacci,160000.0,182495.37205773822
J. Lyden,250000.0,214348.123427942
Cong Zhen,150000.0,138799.75965974818
L. Shaw,16500000.0,18482478.430431742
K. Etuhu,230000.0,213912.49806232707
S. Kjær,14000000.0,11678560.45245127
M. Welch-Hayes,90000.0,95700.852005668
Cláudio Falcão,1200000.0,1334149.3213511172
R. McCrorie,120000.0,120861.88042057416
I. Sacko,3900000.0,3755019.2240122706
J. Cristaldo,1800000.0,1598397.5554550302
L. Ulloa,3600000.0,2790292.1821454926
Hélder Barbosa,2100000.0,2012922.896637966
K. Matsubara,850000.0,955861.7403219865
S. Floccari,2000000.0,3803308.9619219773
R. Swete,375000.0,465630.09568865615
L. Kinsella,500000.0,463158.2215311224
J. Henry,1000000.0,939095.2524226606
R. Slater,140000.0,126085.63374008419
C. Kerbrat,5000000.0,5439858.302147085
V. Granat,0.0,206321.3445750341
S. Tigges,240000.0,214348.123427942
A. Hopmark,550000.0,505187.37280703435
M. Exslager,525000.0,488311.93521762115
Han Peng,280000.0,394106.689808833
M. Frankoch,425000.0,464910.0107030759
J. McCarthy,950000.0,942915.8842947468
L. Perrin,8500000.0,11744827.926681357
C. Baldovino,230000.0,250335.49810874142
M. Figueroa,160000.0,475287.40190435166
J. Marcinkowski,280000.0,297460.6259115261
A. Eastham,375000.0,450110.843788156
H. Maguire,23500000.0,22130321.45777164
J. Murillo,900000.0,897737.9522527799
K. Nakamura,1300000.0,3100550.437372274
Fabiem Jardim,190000.0,292687.18867959466
L. Lollo,2400000.0,2001238.3007902948
T. Pettersson,825000.0,715695.3738743805
A. Mac Allister,2200000.0,2080487.2976336568
L. Skorupski,6500000.0,7139704.905442428
Fernandinho,8500000.0,8063075.372661227
M. Heča,100000.0,86286.48832040433
S. Sosa,3400000.0,3335209.639606815
Campaña,15500000.0,14534006.353275876
Raphael Silva,575000.0,692980.0828339413
Robert Costa,500000.0,567506.6696899963
Casadesús,2000000.0,2723015.4734497685
Aleñá,6000000.0,5705391.800693708
G. Mandjeck,0.0,0.0
I. Saavedra,900000.0,902929.642512115
S. D'Almeida,475000.0,451527.8538525129
A. Zendejas,325000.0,289627.5108452881
N. De la Cruz,4400000.0,4119262.697341762
Fede Vico,2400000.0,2346482.316438788
J. Haugaard,500000.0,662701.5011031937
M. Albrighton,8000000.0,6227685.543544564
M. Rasmussen,525000.0,466979.6718280728
S. Kapino,3900000.0,4402523.93405569
M. Birighitti,425000.0,353438.2381183522
N. Ravaglia,500000.0,362423.42628109717
Y. Quintana,675000.0,752288.6351385989
J. Jensen,60000.0,60331.28015432224
I. Kanu,425000.0,423385.57287675113
R. Sigurðsson,0.0,264344.60064837994
S. Polter,3600000.0,3312840.9428459406
E. Pérez,800000.0,715695.3738743805
N. Maynard,675000.0,677293.3126269671
M. Pode,240000.0,224663.47078914312
Léo Jabá,4000000.0,3858155.3097420037
A. Ceesay,170000.0,166588.73295235346
O. Norwood,6000000.0,4380793.458800047
Y. Karamoh,10500000.0,10090047.678474667
A. Benedetti,850000.0,715695.3738743805
Han Feng,50000.0,65046.298201746664
S. Ay,1100000.0,1035337.1394404774
S. Mohlin,290000.0,318728.3120644644
P. Berg,280000.0,265908.2911800451
M. Paes,280000.0,297460.6259115261
J. Buijs,825000.0,715695.3738743805
F. Woodman,825000.0,876049.0276617521
P. Herrmann,9500000.0,7356244.353469278
Roger,14500000.0,12028694.932781823
D. Agyei,475000.0,402477.38520861533
S. Mauk,800000.0,759087.9009870612
E. Cerna,475000.0,452486.2947958675
M. Vojvoda,1000000.0,1053401.3172395858
T. Bergmann,875000.0,942137.5272527836
T. Romanczuk,3100000.0,3355580.1085266527
G. Torres,1800000.0,1378455.11967338
A. Syhre,750000.0,772968.1863987391
Algobia,450000.0,423385.57287675113
N. Mihajlović,2400000.0,2345948.9831054546
N. Mileusnić,475000.0,453990.84335517953
M. García,130000.0,123976.60690745132
N. Dovedan,1400000.0,1319106.6783396252
L. Malagón,290000.0,330232.13899279345
Gálvez,6000000.0,5430245.95907517
V. Sasso,875000.0,934324.1151100626
C. Molinaro,875000.0,2161854.7812447627
M. Boney,90000.0,104349.00169927752
Guerrero,6000000.0,4709930.214950197
P. Parzyszek,875000.0,742844.1791344888
L. Pico,1800000.0,2117635.1145698107
J. Clarke,525000.0,485156.4607597763
E. Pulgar,10000000.0,11255157.073324092
Álvaro García,425000.0,423385.57287675113
P. Szymiński,1300000.0,1263870.1363072162
T. van Weert,1100000.0,718309.1925211508
J. Quiñones,2200000.0,1734862.9782552326
B. van Leer,4700000.0,4790755.751141411
N. Höfler,2500000.0,2047026.2000790949
Carlinhos,2300000.0,2167252.362362628
V. Demirel,750000.0,1266114.3578643578
T. Teniste,475000.0,556346.171148315
B. Chapman,190000.0,174060.90609790076
N. Gauna,750000.0,664902.2858938578
P. Hellquist,350000.0,285301.6661806481
Rogério,3900000.0,3757760.714683064
C. Albanis,1000000.0,966712.1785632181
Chi Zhongguo,900000.0,783201.71770724
Z. Janjić,500000.0,556346.171148315
S. Medina,3100000.0,3767570.251253301
T. Kanamori,625000.0,510826.7313224651
Andrés Martín,625000.0,630656.6856666291
M. Pisano,1900000.0,1585890.804396464
C. Smalling,16000000.0,15421725.774225783
S. Zaza,21000000.0,20411935.448037326
J. Bowery,550000.0,482062.6255171717
I. Mensah,230000.0,191686.1100443717
Y. Fortune,200000.0,188557.50315059285
Rúben Ferreira,3200000.0,3282930.6906648157
M. Sordell,675000.0,560557.539307041
E. Yeşilyurt,375000.0,388236.7746046737
Nathan Otávio,1400000.0,1166267.4472850794
R. Meraz,230000.0,248838.91878642165
Kiko Femenía,7000000.0,7862761.7031668965
A. Fukuta,525000.0,488311.93521762115
P. Toranzo,600000.0,1595320.1698561457
N. Mohammed,875000.0,804526.7783517682
C. Escobar,675000.0,483935.31732552196
V. Jacob,725000.0,725542.2956256402
M. Al Zubaidi,160000.0,158772.10984720287
S. Jamieson,130000.0,114167.46548635144
A. Teikeu,1000000.0,994454.2475266707
A. Chicksen,525000.0,485156.4607597763
S. Bone,250000.0,251816.4883317712
Naldo,5000000.0,4614879.108576181
T. Handwerker,650000.0,593728.0810572384
H. Sy,375000.0,395202.1959982222
Noguera,1100000.0,939095.2524226606
Pak Kwang Ryong,650000.0,485156.4607597763
B. Mokulu,1800000.0,1086106.7769441325
E. Ćivić,450000.0,395202.1959982222
M. Falkeborn,220000.0,268330.9713933765
S. Molina,900000.0,782824.6929275272
S. Ibeagha,600000.0,705670.1958449328
E. Olivera,850000.0,934324.1151100626
D. Jones,625000.0,939654.4720359201
P. Golubović,500000.0,486997.414195868
J. Mountney,475000.0,453990.84335517953
T. O'Connor,40000.0,44196.255224028646
E. Pisano,700000.0,939654.4720359201
D. Petrucci,925000.0,1065393.6173881718
S. Ando,200000.0,144979.24830814716
